0,"you shall be responsible for maintaining the confidentiality of your password, which you will not be under an obligation to reveal to any representative or agent of yagnainnovation.com."
0,"you agree and understand that yagnainnovation.com is advertising supported and you grant yagnainnovation.com the right to disclose the aggregate registration data to third parties in connection with marketing the services.furthermore, you agree and grant yagnainnovation.com the right to use your individual registration data to provide targeting of advertisements and other service offers."
0,7. electronic communication
0,"you agree, understand and acknowledge that yagnainnovation.com is an online shopping platform, a venue enabling the users to buy any product listed on yagna innovation shopping at the price indicated on the terms and conditions indicated therein at any time from any place."
0,yagnainnovation.com does not sell or retail any products and does not ensure that the users shall perform their obligations in
0,"all orders shall be pre-approved with an acceptable method of payment as established by yagnainnovation.com which may call for and require additional verification or information.the additional information obtained by you will be kept with us in line with the privacy policy.the address at which delivery of the product ordered by you are to be made should be correct and proper in all respects.additional charges will be imposed in the event of any change of address, once the product has been shipped from our end."
0,"after the receipt of payment from you, yagnainnovation.com shall arrange for the delivery of the product to you at the electronically or shipping address provided by you.any and all orders placed by you on this site are a firm commitment to purchase and you are obligated to complete the transaction and not contest it in anyway."
0,9. credit card details
0,"you understand, declare and agree that:"
0,"you release and indemnify yagnainnovation.com and/or any of its officers and representatives from any cost, damage, liability or other consequence of any of the actions of the users of the site and specifically waive any claims that you may have in this behalf under any applicable law.notwithstanding its reasonable efforts in that behalf, yagnainnovation.com cannot control the information provided by other users which is made available on the site"
0,yagna innovation shall be responsible to deliver the items to the buyer within the time period specified for delivery.
0,"yagna innovation shall be solely responsible for any undelivered or damaged items.in the event of any damage item, you shall inform yagnainnovation.com within 7 days of the receipt of the item.yagnainnovation.com shall replace the same at no additional cost."
0,11.  suspension due to non-compliance with agreement
0,"notwithstanding other legal remedies that may be available to yagnainnovation.com, yagnainnovation.com may in its sole discretion limit your activity by immediately removing your listing either temporarily or indefinitely or suspend or terminate your membership, and/or refuse to provide you with access to the site if:"
0,"your actions may cause any harm, damage or loss to the other users or yagnainnovation.com."
0,"you agree to defend, indemnify and hold harmless  yagnainnovation.com, m/s yagna innovation  education services, its employees, directors, officers, agents and their successors and assigns from and against any and all claims, liabilities, damages, losses, costs and expenses, including attorneys fees, caused by or arising out of claims based upon your  actions or inactions, including but not limited to any warranties, representations or undertakings or in relation to the non-fulfillment of any of its obligations under this agreement or arising out of your infringement of any applicable laws, regulations including but not limited to intellectual property rights, payment of statutory dues and taxes, claim of libel, defamation, violation of rights of privacy or publicity, loss of service by other subscribers and infringement of intellectual property or other rights."
0,this clause shall survive the expiry or termination of this agreement.
0,"in no event shall yagnainnovation.com be liable for any direct, indirect, punitive, incidental, special or consequential damages or for any damages whatsoever including, without limitation, damages for loss of use, data or profits, arising out of or in any way connected with the use or performance of the yagnainnovation sites/services for interrupted communications, delay, lost data or lost profits arising out of or in connection with this agreement, even if yagnainnovation.com has been advised of the possibility of damages, or inability to use the yagnainnovation sites/services or related services, the provision of or failure to provide services, or for any information, software, products, services and related graphics obtained through the yagnainnovation sites/services, or otherwise arising out of the use of the yagnainnovation sites/services, whether based on contract, tort, negligence, strict liability or otherwise, even if yagnainnovation.com or any of its suppliers has been advised of the possibility of damages.yagnainnovation.com does not endorse in anyway any advertisers/ contents of advertisers on its webpages."
0,the clause shall survive the termination or expiry of this agreement.
0,"use of this site is subject to our private policy.yagnainnovation.com respects your privacy.yagnainnovation.com will not intentionally monitor or disclose any private messages or address information unless required by law, regulation or court order.you agree to respect the privacy and confidentiality of others.we reserve the right to change or update these policies at any time upon reasonable notice, effective immediately upon posting to this site."
0,"user specifically agrees that yagnainnovation.com shall not be responsible for unauthorized access to or alteration of your transmissions or data, any material or data sent or received or not sent or received, or any transactions entered into through an m/s yagna innovation education services site/service.users specifically agree that yagnainnovation is not responsible or liable for any threatening, defamatory, obscene, offensive or illegal content or conduct of any other party or any infringement of anothers rights,"
0,including intellectual property rights.users specifically agree that yagnainnovation.com is not responsible for any content sent using and/or included in an yagnainnovation site/service by any third party.
0,"advice received via the yagnainnovation sites/services should not be relied upon for personal, medical, legal or financial decisions and you should consult an appropriate professional for specific advice tailored to your situation."
0,"if any part of this agreement is determined to be invalid or unenforceable pursuant to applicable law including, but not limited to, the warranty disclaimers and liability limitations set forth above, then the invalid or unenforceable provision will be deemed to be superseded by a valid, enforceable provision that most closely matches the intent of the original provision and the remainder of the agreement shall continue in effect.unless otherwise specified herein, this agreement constitutes the entire agreement between the user and yagnainnovation.com with respect to the yagna innovation sites/services and it supersedes all prior or contemporaneous communications and proposals, whether electronic, oral or written, between the user and yagnainnovation with respect to the m/s yagna innovation education services.yagnainnovation.coms failure to act with respect to a breach by you or others does not waive its right to act with respect to subsequent or similar breaches."
0,17. governing law and jurisdiction
0,"this agreement is governed and construed in accordance with the laws of union of india.you hereby irrevocably consent to the exclusive jurisdiction and venue of courts in bangalore, karnataka, india, in all disputes arising out of or relating to the use of the yagnainnovation.com/services.use of yagnainnovation.com/services is unauthorized in any jurisdiction that does not give effect to all provisions of these terms and conditions, including without limitation this paragraph.you agree to indemnify and hold yagnainnovation.com, its subsidiaries, affiliates, directors, officers and employees, harmless from any claim, demand, or damage, including reasonable attorneys fees, asserted by any third party due to or arising out of your use of or conduct on the yagnainnovation.com/services."
0,"yagnainnovation.coms performance of this agreement is subject to existing laws and legal process, and nothing contained in this agreement is in derogation of yagnainnovation.coms right to comply with governmental, court and law enforcement requests or requirements relating to your use of the yagnainnovation.com/services or information provided to or gathered by yagnainnovation.com with respect to such use."
0,"if an end-user, customer, competitor, or otherwise uses this website improperly or at least other than personal or non-commercial use,  m/s yagna innovation hold the right to prosecute any violator of this copyright in its entirety."
0,our refund policy covers all the products sold on http://www.yagnainnovation.com.
0,"in case, if you are not satisfied with any of our product/s ordered by you; you are under an obligation to bring it to our notice within 15  days from the date of receipt of the product/s.we will refund you 100% of the product price excluding the shipping charges.feel free to mail us your complaints pertaining to the product to support@yagnainnovation.com."
0,"you can send back the product to us for refund.once we receive the product, we will initiate the refund process and ensure that you will receive your money within the next 4-6 weeks."
0,"in case of pre-paid orders; lost in transit,wrongly delivered or undelivered to your location, we shall refund you the complete order amount including the shipping charges."
0,we are not liable to refund your shipping charges if you cancel a part of the order.
0,"in case of the software products brought under online download mode, you are under an obligation to bring it to our notice within 15  days from the date of receipt of the product/s.we will refund you 100% of the product price."
0,the product/s returned must be in an original condition.you are under an obligation to pack /seal them appropriately to ensure safety of the product during the transit.
0,your order number and our address have been mentioned properly on the packing.
1,"welcome to yagnainnovation.com, an online shopping service provided by m/s yagna innovation education service.the terms and conditions contained herein along with the privacy policy form an agreement (agreement) regulating our relationship with regard to the use of yagnainnovation.com by you.you are advised to read this agreement carefully.if you are not agreeable to any terms and conditions, you should not use this service.you can use yagnainnovation.com if you are agreeable to all the terms and conditions of this agreement in their entirety.if you accept this agreement, it will be a legally binding agreement between you and m/s yagna innovation."
1,"to avail of and use the services you will have to register with yagnainnovation.com.as a part of registration process you agree to provide yagnainnovation.com current, complete and accurate registration information (the registration data) as prompted to do by the service and to maintain and update this information as required keeping it current, complete and accurate."
1,"users consents to receive communications from yagnainnovation.com electronically.yagnainnovation.com will communicate with users by email, by sms to the registered mobile number or by posting notices on the site."
1,before placing an order you are advised to check the product description and system requirements carefully.by placing an order for a product you agree to be bound by the conditions of sale included in the items description.
1,"you agree, understand and confirm that the credit card details provided by you for availing of services on yagnainnovation.com will be correct and accurate and you shall not use any credit card which is not lawfully owned by you.you further agree and undertake to provide the correct and valid credit card details to yagnainnovation.com.further the said information will not be utilized and shared by yagnainnovation.com with any of the third parties unless required by law, regulation or court order."
1,"you have provided wrong, inaccurate, incomplete or incorrect information;"
1,13. limitation of liability
1,"this service provided by yagnainnovation.com is available to use as a matter of convenience.yagnainnovation.com expressly disclaims any claim or liability arising out of uploading of any obscene, vulgar or pornographic images, photograph or a picture or altering or distorting the images available under this service in an obscene, vulgar or pornographic manner.user agrees and acknowledges that user shall be solely responsible for users conduct and that yagnainnovation.com reserves the right to terminate your rights to use the service immediately, notwithstanding penal provisions under the indian cyber laws or any other allied laws enacted by the government of india or any other statutory, legislative or regulatory authority authorized in this regard from time to time."
1,"the information about the products published on yagnainnovation.com are provided by yagnainnovation.com on the basis of the information received from the product manufacturers and vendors and are on an as is where is basis.yagnainnovation.com makes no representations or warranties of any kind, express or implied, as to the operation of the site, the information, content, materials or products, included on this site.to the full extent permissible by applicable law, yagnainnovation.com disclaims all warranties, express or implied, including but not limited to, implied warranties of merchantability and fitness for a particular purpose.yagnainnovation.com will not be liable for any damages of any kind arising from the use of this site or any of the products offered, including but not limited to direct, indirect, incidental, punitive and consequential damages.yagnainnovation.com only facilitates the sale of products between the vendor and the buyer and does not directly or indirectly sell or retail any products."
1,"yagnainnovation.com expressly disclaims any warranties whether express or implied about the suitability, reliability, availability, timeliness, quality, conitunity, performance, lack of viruses or other harmful components and accuracy of the information, software, products, services and related graphics contained within the yagnainnovation sites/services for any purpose.all such information, software, products, services and related graphics are provided as is without warranty of any kind.yagnainnovation.com hereby disclaims all warranties and conditions with regard to this service, software, products, services and related graphics, including all implied warranties and conditions of merchantability, fitness for a particular purpose, workmanlike effort, title and non-infringement."
1,"yagna innovation graphics, logos, designs, page headers, button icons, scripts and service names are registered trademarks, trademarks or trade dress of m/s yagnainnovation.trademarks and trade dress used by third parties in association with the sale or license of their goods or services on the site are the property of the respective owner."
1,we at  yagnainnovation consider it a great privilege in providing you with a gratifying experience while you shop with us online.so we have designed a refund policy that ensures complete customer satisfaction.
2,user/ you means and includes you and/or any person or an entity including vendor/seller using or accessing the services provided on this site.
2,"respect of the transaction concluded on this site and further expressly disclaims any warranties or representations express or implied in respect of quality, safety, merchantability, fitness for a particular purpose, or legality of the products listed and transacted on yagnainnovation.com."
2,yagna innovation is responsible to deliver the products/items of the same quantity and same qualities as are listed on the yagnainnovation.com and that such product shall correspond with the description of the items listed on yagnainnovation.com.
5,"illegal and/or unauthorized use of the service, including unauthorized framing of or linking to the yagnainnovation.com will be investigated, and appropriate legal action will be taken, including without limitation, civil, criminal and injunctive redress."
6,16. entire agreement
9,terms & conditions
9,2. definitions:
9,3. eligibility:
9,4. term of agreement/service:
9,6. registration data:
9,"you shall notify support@yagnainnovation.com of any known or suspected unauthorized use(s) of your account, or any known or suspected breach of security, including loss, theft, or unauthorized disclosure of your password."
9,the customer agrees to receive order related information via sms on the mobile number provided.
9,8. online shopping platform
9,"yagnainnovation.com shall neither be liable nor responsible for any actions or inactions of vendors and/or sellers or any breach of conditions, representations or warranties by the vendor or manufacturer of the products."
9,10. confirmation:
9,you are in breach any of the terms and conditions of this agreement and/or the terms and conditions of usage of yagnainnovation.com;
9,12. indemnity
9,14. privacy policy
9,15. disclaimer
9,18. trademarks
9,19. refund policy:
9,"however, there are a few terms and conditions attached with the refund policy."
